,Category,Claim,Debunk_Date,Label,Source,Keywords,bow
629,Conspiracy theories, g technology caused the coronavirus   ,3/18/2020,False,LeadStories,"['technology', 'caused', 'coronavirus']","{'caus': 1, 'technolog': 1}"
630,"Public authority actions, policy, and communications",who director overstated covid    fatality rate as higher than flu   ,3/18/2020,False,LeadStories,"['director', 'overstated', 'covid', 'fatality', 'rate', 'higher']","{'rate': 1, 'fatal': 1}"
631,Claims about prominent actors,walmart is closing hundreds of its stores   ,3/19/2020,False,LeadStories,"['walmart', 'closing', 'hundred', 'store']","{'close': 1, 'hundr': 1, 'walmart': 1}"
632,Claims about prominent actors,cristiano ronaldo bought private island to escape coronavirus   ,3/19/2020,False,LeadStories,"['cristiano', 'ronaldo', 'bought', 'private', 'island', 'escape', 'coronavirus']","{'cristiano': 1, 'ronaldo': 1, 'escap': 1}"
633,Claims about prominent actors,trump said  people are dying who have never died before    ,3/19/2020,False,LeadStories,"['trump', 'said', 'people', 'dying', 'never', 'died']","{'trump': 1, 'said': 1, 'never': 1}"
634,Claims about prominent actors,obama family flown to private island to escape coronavirus pandemic   ,3/19/2020,False,LeadStories,"['obama', 'family', 'flown', 'private', 'island', 'escape', 'coronavirus', 'pandemic']","{'pandem': 1, 'famili': 1, 'obama': 1, 'escap': 1}"
635,"Public authority actions, policy, and communications",link takes viewers to application for fema assistance in the us   ,3/19/2020,False,LeadStories,"['link', 'take', 'viewer', 'application', 'fema', 'assistance']","{'take': 1, 'link': 1}"
636,Medical advice and self-treatments,sitting in the sunlight will help cure coronavirus   ,3/19/2020,False,The Quint,"['sitting', 'sunlight', 'help', 'cure', 'coronavirus']","{'cure': 1, 'help': 1}"
637,"Public authority actions, policy, and communications",martial law is imminent in united states   ,3/25/2020,False,FactCheck.org,"['martial', 'imminent', 'united', 'state']","{'state': 1, 'unit': 1}"
638,"Public authority actions, policy, and communications",a video of us president donald trump and a top us pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple facebook  twitter and youtube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus  covid     was  ready  to be administered                 ,3/25/2020,False,AFP,"['president', 'donald', 'trump', 'pharmaceutical', 'executive', 'speaking', 'press', 'conference', 'viewed', 'thousand', 'time', 'multiple', 'youtube', 'post', 'alongside', 'claim', 'show', 'announcing', 'vaccine', 'novel', 'coronavirus', 'covid', 'ready', 'administered']","{'vaccin': 1, 'announc': 1, 'view': 1, 'time': 1, 'donald': 1, 'presid': 1, 'trump': 1, 'multipl': 1, 'post': 1, 'alongsid': 1, 'thousand': 1, 'readi': 1, 'youtub': 1}"
639,Community spread and impact,a screenshot of a purported internal email disclosing that a bank in the pakistani city of rawalpindi was closed after an employee tested positive for the novel coronavirus  covid     has been shared on facebook  twitter and whatsapp   ,3/25/2020,False,AFP,"['purported', 'internal', 'email', 'disclosing', 'bank', 'pakistani', 'city', 'rawalpindi', 'closed', 'employee', 'tested', 'positive', 'novel', 'coronavirus', 'covid', 'shared']","{'test': 1, 'close': 1, 'posit': 1, 'share': 1, 'employe': 1, 'citi': 1, 'purport': 1, 'intern': 1}"
640,"Public authority actions, policy, and communications",posts circulating on social media claim that ugandan and kenyan authorities have instructed landlords to stop collecting rent due to the novel coronavirus   ,3/23/2020,False,AFP,"['post', 'circulating', 'social', 'medium', 'claim', 'ugandan', 'kenyan', 'authority', 'instructed', 'landlord', 'stop', 'collecting', 'rent', 'novel', 'coronavirus']","{'medium': 1, 'social': 1, 'post': 1, 'circul': 1, 'author': 1, 'stop': 1}"
641,Medical advice and self-treatments,gargling salt water can protect against against covid    by washing down the virus into the gut   ,3/19/2020,False,PesaCheck,"['gargling', 'salt', 'water', 'protect', 'covid', 'washing', 'virus']","{'viru': 1, 'wash': 1, 'gargl': 1, 'salt': 1, 'water': 1, 'protect': 1}"
642,Claims about prominent actors,tanzanian club spokesman haji s  manara was infected with covid    during his tour of the netherlands   ,3/19/2020,False,PesaCheck,"['tanzanian', 'club', 'spokesman', 'haji', 'manara', 'infected', 'covid', 'tour', 'netherlands']",{'infect': 1}
643,"Public authority actions, policy, and communications",the world health organization is offering free internet for the public to access information about covid      ,3/22/2020,False,PesaCheck,"['world', 'health', 'organization', 'offering', 'free', 'internet', 'public', 'access', 'information', 'covid']","{'free': 1, 'internet': 1, 'offer': 1, 'health': 1, 'world': 1, 'organ': 1, 'public': 1, 'inform': 1}"
644,Claims about prominent actors,fake quote of senator of the philippines francis  kiko  pangilinan saying he wants children to be exempted from the lockdown   ,3/26/2020,False,Rappler,"['fake', 'quote', 'senator', 'philippine', 'francis', 'kiko', 'pangilinan', 'saying', 'want', 'child', 'exempted', 'lockdown']","{'child': 1, 'lockdown': 1, 'philippin': 1, 'quot': 1, 'fake': 1, 'want': 1, 'senat': 1, 'franci': 1}"
645,Conspiracy theories,claim that  there is no  covid    virus   ,3/19/2020,False,PolitiFact,"['claim', 'covid', 'virus']",{'viru': 1}
646,"Public authority actions, policy, and communications",the federal government is  preparing to mobilize the national guard    dispatch them across the us with military  and  announce a nationwide   week quarantine for all citizens    ,3/20/2020,False,PolitiFact,"['federal', 'government', 'preparing', 'mobilize', 'national', 'guard', 'dispatch', 'across', 'military', 'announce', 'nationwide', 'week', 'quarantine', 'citizen']","{'week': 1, 'quarantin': 1, 'nation': 1, 'announc': 1, 'govern': 1, 'citizen': 1, 'militari': 1, 'across': 1, 'prepar': 1, 'nationwid': 1, 'mobil': 1}"
647,Community spread and impact,for coronavirus cases  in the u s      of those hospitalized are under       ,3/20/2020,False,PolitiFact,"['coronavirus', 'case', 'hospitalized']","{'case': 1, 'hospit': 1}"
648,"Vaccines, medical treatments, and tests", huge  results from breaking chloroquine study show      cure rate for patients infected with the coronavirus    ,3/23/2020,False,PolitiFact,"['huge', 'result', 'breaking', 'chloroquine', 'study', 'show', 'cure', 'rate', 'patient', 'infected', 'coronavirus']","{'infect': 1, 'result': 1, 'patient': 1, 'cure': 1, 'break': 1, 'rate': 1, 'studi': 1, 'chloroquin': 1}"
649,"Public authority actions, policy, and communications",biden claims that trump eliminated the white house pandemic office   ,3/20/2020,False,Washington Post Fact-Checker,"['biden', 'claim', 'trump', 'eliminated', 'white', 'house', 'pandemic', 'office']","{'pandem': 1, 'trump': 1, 'biden': 1, 'hous': 1, 'elimin': 1, 'offic': 1, 'white': 1}"
650,"Public authority actions, policy, and communications",who offers free data for coronavirus info   ,4/2/2020,False,AfricaCheck,"['offer', 'free', 'data', 'coronavirus', 'info']","{'data': 1, 'free': 1, 'offer': 1}"
651,Claims about prominent actors,utility companies manila electric company  meralco  and maynilad water services inc are waiving their billings for march      due to the coronavirus crisis   ,4/6/2020,False,Rappler,"['utility', 'company', 'manila', 'electric', 'company', 'meralco', 'maynilad', 'water', 'service', 'waiving', 'billing', 'march', 'coronavirus', 'crisis']","{'servic': 1, 'water': 1, 'march': 1, 'crisi': 1, 'bill': 1, 'compani': 2}"
652,"Public authority actions, policy, and communications",indian city bangalore municipal corp  requested people to stay at home and lock down houses as they will be spraying medicine to kill coronavirus   ,3/21/2020,False,FactCrescendo,"['indian', 'city', 'bangalore', 'municipal', 'corp', 'requested', 'people', 'stay', 'home', 'lock', 'house', 'spraying', 'medicine', 'kill', 'coronavirus']","{'kill': 1, 'indian': 1, 'request': 1, 'citi': 1, 'home': 1, 'stay': 1, 'hous': 1, 'medicin': 1, 'lock': 1, 'spray': 1, 'corp': 1}"
653,"Public preparedness, protests, and civil disobedience",the unhcr said  migrants and illegals  in malaysia were resisting covid    testing   ,3/20/2020,False,AFP,"['unhcr', 'said', 'migrant', 'illegals', 'malaysia', 'resisting', 'covid', 'testing']","{'test': 1, 'said': 1, 'malaysia': 1}"
654,Claims about prominent actors,javier ortega smith  from vox  has said that he prefers to be infected by the new coronavirus than to  have homosexualism    ,3/20/2020,False,AFP,"['javier', 'ortega', 'smith', 'said', 'prefers', 'infected', 'coronavirus', 'homosexualism']","{'infect': 1, 'said': 1}"
655,Virus origin and properties,goats in ajmer  rajasthan were found to be covid    positive   ,3/18/2020,False,BOOM FactCheck,"['goat', 'ajmer', 'rajasthan', 'found', 'covid', 'positive']","{'posit': 1, 'found': 1}"
656,Claims about prominent actors,indian cricketer sachin tendulkar asked for meat shops to be banned in lieu of covid      ,3/18/2020,False,BOOM FactCheck,"['indian', 'cricketer', 'sachin', 'tendulkar', 'asked', 'meat', 'shop', 'banned', 'lieu', 'covid']","{'indian': 1, 'shop': 1, 'meat': 1}"
657,"Public authority actions, policy, and communications",covid    passengers being disembarked at senegal airport   ,3/18/2020,False,BOOM FactCheck,"['covid', 'passenger', 'disembarked', 'senegal', 'airport']","{'airport': 1, 'passeng': 1}"
658,Virus origin and properties,covid    is no worse than other outbreaks that have occurred in  every election year   suggesting that the new coronavirus is being  hyped  to hurt president donald trump   ,3/18/2020,False,FactCheck.org,"['covid', 'worse', 'outbreak', 'occurred', 'every', 'election', 'year', 'suggesting', 'coronavirus', 'hyped', 'hurt', 'president', 'donald', 'trump']","{'donald': 1, 'presid': 1, 'trump': 1, 'outbreak': 1, 'suggest': 1, 'year': 1, 'everi': 1, 'elect': 1}"
659,Medical advice and self-treatments,australian researchers have found that bananas can help prevent infection of covid      ,3/18/2020,False,FactCrescendo,"['australian', 'researcher', 'found', 'banana', 'help', 'prevent', 'infection', 'covid']","{'infect': 1, 'help': 1, 'prevent': 1, 'australian': 1, 'found': 1, 'research': 1}"
660,"Public authority actions, policy, and communications",a video shows chinese police crackdown on suspected covid    patients   ,3/18/2020,False,FactCrescendo,"['show', 'chinese', 'police', 'crackdown', 'suspected', 'covid', 'patient']","{'patient': 1, 'chines': 1, 'polic': 1, 'suspect': 1}"
661,"Vaccines, medical treatments, and tests",a train carrying vaccines with the inscription  covid       ,3/18/2020,False,France 24 Observers,"['train', 'carrying', 'vaccine', 'inscription', 'covid']","{'vaccin': 1, 'train': 1, 'carri': 1}"
662,"Public authority actions, policy, and communications",evidence shows the who director general overstated covid    fatality rate  ,3/18/2020,False,LeadStories,"['evidence', 'show', 'director', 'general', 'overstated', 'covid', 'fatality', 'rate']","{'evid': 1, 'rate': 1, 'fatal': 1}"
663,"Public authority actions, policy, and communications",trump is promising to send americans checks   only after checking people s social media history   ,3/18/2020,False,LeadStories,"['trump', 'promising', 'send', 'american', 'check', 'checking', 'people', 'social', 'medium', 'history']","{'medium': 1, 'social': 1, 'american': 1, 'trump': 1, 'check': 2}"
664,Conspiracy theories, g technology believed to have caused coronavirus  ,3/18/2020,False,LeadStories,"['technology', 'believed', 'caused', 'coronavirus']","{'caus': 1, 'technolog': 1}"
665,"Public authority actions, policy, and communications", ministry of health italy released a small video  how the virus spreads     best video  please see   how innocently it spread  soap is the remedy clean  wash ur hands always   ,3/18/2020,False,Newschecker,"['ministry', 'health', 'italy', 'released', 'small', 'virus', 'spread', 'best', 'please', 'innocently', 'spread', 'soap', 'remedy', 'clean', 'wash', 'hand', 'always']","{'viru': 1, 'spread': 2, 'wash': 1, 'health': 1, 'itali': 1, 'hand': 1, 'releas': 1, 'ministri': 1}"
666,"Public authority actions, policy, and communications",the viral video claims to show the visuals of china police personnel trying to control the patients allegedly suffering from the pandemic   ,3/18/2020,False,Newschecker,"['viral', 'claim', 'show', 'visuals', 'china', 'police', 'personnel', 'trying', 'control', 'patient', 'allegedly', 'suffering', 'pandemic']","{'china': 1, 'patient': 1, 'viral': 1, 'pandem': 1, 'control': 1, 'polic': 1, 'allegedli': 1, 'suffer': 1}"
667,Medical advice and self-treatments,coronavirus can be cured by sniffing clove and camphor and by drinking water  the virus will go to the stomach and the acid in the stomach will kill the virus   ,3/18/2020,False,Newschecker,"['coronavirus', 'cured', 'sniffing', 'clove', 'camphor', 'drinking', 'water', 'virus', 'stomach', 'acid', 'stomach', 'kill', 'virus']","{'viru': 2, 'kill': 1, 'cure': 1, 'drink': 1, 'water': 1}"
668,"Public authority actions, policy, and communications",as coronavirus outbreak surges  pm narendra modi has decided to facilitate fellow countrymen with free masks under the  swacch bharat  scheme   ,3/18/2020,False,Newschecker,"['coronavirus', 'outbreak', 'surge', 'narendra', 'modi', 'decided', 'facilitate', 'fellow', 'countryman', 'free', 'mask', 'swacch', 'bharat', 'scheme']","{'mask': 1, 'free': 1, 'outbreak': 1, 'modi': 1, 'narendra': 1}"
669,Conspiracy theories,chinese intelligence officer says the novel coronavirus as a biological weapon invented by china   ,2/13/2020,False,Newschecker,"['chinese', 'intelligence', 'officer', 'novel', 'coronavirus', 'biological', 'weapon', 'invented', 'china']","{'china': 1, 'chines': 1, 'biolog': 1, 'invent': 1, 'offic': 1, 'weapon': 1}"
670,Community spread and impact,countries that are the most affected by the coronavirus are along the same latitude   ,3/18/2020,False,The Quint,"['country', 'affected', 'coronavirus', 'along', 'latitude']","{'along': 1, 'countri': 1, 'affect': 1}"
671,Conspiracy theories,clorox already knew about coronavirus and coronavirus isn t a new virus   ,3/18/2020,False,Vishvas News,"['clorox', 'already', 'knew', 'coronavirus', 'coronavirus', 'virus']","{'viru': 1, 'alreadi': 1}"
672,Other,if we want to protect ourselves from the coronavirus  we must back away from all the climate change efforts we ve been making   ,3/25/2020,False,Science Feedback,"['want', 'protect', 'coronavirus', 'must', 'back', 'away', 'climate', 'change', 'effort', 'making']","{'away': 1, 'effort': 1, 'want': 1, 'back': 1, 'make': 1, 'protect': 1}"
673,Other,a video of a fire erupting inside a vehicle has been viewed hundreds of times on facebook  twitter and on messaging app line in march      alongside a claim it shows an explosion that was sparked by an alcohol based disinfectant used during the novel coronavirus pandemic                 ,3/23/2020,False,AFP,"['fire', 'erupting', 'inside', 'vehicle', 'viewed', 'hundred', 'time', 'messaging', 'line', 'march', 'alongside', 'claim', 'show', 'explosion', 'sparked', 'alcohol', 'based', 'disinfectant', 'used', 'novel', 'coronavirus', 'pandemic']","{'alcohol': 1, 'view': 1, 'time': 1, 'pandem': 1, 'hundr': 1, 'alongsid': 1, 'line': 1, 'fire': 1, 'messag': 1, 'march': 1, 'insid': 1, 'disinfect': 1}"
674,"Public authority actions, policy, and communications",all fruit and vegetable markets in the indian city of chennai and across the state of tamil nadu have been ordered to close in an effort to curb the spread of the novel coronavirus   ,3/25/2020,False,AFP,"['fruit', 'vegetable', 'market', 'indian', 'city', 'chennai', 'across', 'state', 'tamil', 'nadu', 'ordered', 'close', 'effort', 'curb', 'spread', 'novel', 'coronavirus']","{'close': 1, 'spread': 1, 'state': 1, 'order': 1, 'indian': 1, 'citi': 1, 'effort': 1, 'across': 1, 'veget': 1, 'market': 1}"
675,Claims about prominent actors,claim that an american soldier was intentionally spreading the novel coronavirus in wuhan during the seventh cism military world games in october      with a video clip of a man purportedly smearing saliva on the handrail on a train   ,3/27/2020,False,Annie Lab,"['claim', 'american', 'soldier', 'intentionally', 'spreading', 'novel', 'coronavirus', 'wuhan', 'seventh', 'cism', 'military', 'world', 'game', 'october', 'purportedly', 'smearing', 'saliva', 'handrail', 'train']","{'wuhan': 1, 'spread': 1, 'american': 1, 'militari': 1, 'train': 1, 'world': 1, 'purportedli': 1}"
676,"Public authority actions, policy, and communications",as the us government moved to approve a    trillion stimulus package to address the impact of the novel coronavirus outbreak  a short block of text outlining canada s alleged response to the outbreak flourished on social media   ,3/26/2020,False,AFP,"['government', 'moved', 'approve', 'trillion', 'stimulus', 'package', 'address', 'impact', 'novel', 'coronavirus', 'outbreak', 'short', 'block', 'text', 'outlining', 'canada', 'alleged', 'response', 'outbreak', 'flourished', 'social', 'medium']","{'approv': 1, 'medium': 1, 'govern': 1, 'social': 1, 'alleg': 1, 'outbreak': 2, 'respons': 1, 'stimulu': 1, 'canada': 1}"
677,"Public authority actions, policy, and communications",the social security system  sss  in the philippines  approved financial aid worth p       for every member   to assist those affected by the novel coronavirus pandemic   ,3/24/2020,False,Rappler,"['social', 'security', 'system', 'philippine', 'approved', 'financial', 'worth', 'every', 'member', 'assist', 'affected', 'novel', 'coronavirus', 'pandemic']","{'approv': 1, 'pandem': 1, 'social': 1, 'member': 1, 'philippin': 1, 'secur': 1, 'everi': 1, 'system': 1, 'affect': 1}"
678,Virus origin and properties, china is to blame because the culture where people eat bats and snakes and dogs and things like that  these viruses are transmitted from the animal to the people and that s why china has been the source of a lot of these viruses like sars  like mers  the swine flu and now the coronavirus                  ,3/26/2020,False,PolitiFact,"['china', 'blame', 'culture', 'people', 'snake', 'thing', 'like', 'virus', 'transmitted', 'animal', 'people', 'china', 'source', 'virus', 'like', 'sars', 'like', 'mers', 'swine', 'coronavirus']","{'china': 2, 'viru': 2, 'anim': 1, 'like': 3, 'blame': 1, 'sourc': 1, 'swine': 1}"
679,"Public authority actions, policy, and communications",president donald trump tweeted   i ordered the treasury secretary to send checks to americans  first however  we will go through your social media history from the last   years and search for any post with  notmypresident in it  i wouldn t think of offending you with a check if i m not your president   maga   ,3/19/2020,False,PolitiFact,"['president', 'donald', 'trump', 'tweeted', 'ordered', 'treasury', 'secretary', 'send', 'check', 'american', 'first', 'however', 'social', 'medium', 'history', 'last', 'year', 'search', 'notmypresident', 'think', 'offending', 'check', 'president', 'maga']","{'first': 1, 'last': 1, 'medium': 1, 'order': 1, 'social': 1, 'american': 1, 'donald': 1, 'presid': 2, 'trump': 1, 'year': 1, 'check': 2, 'tweet': 1}"
680,Claims about prominent actors,president donald trump said   people are dying who have never died before    ,3/19/2020,False,PolitiFact,"['president', 'donald', 'trump', 'said', 'people', 'dying', 'never', 'died']","{'donald': 1, 'presid': 1, 'trump': 1, 'said': 1, 'never': 1}"
681,Virus origin and properties,     coronavirus can live for  up to   hours in the air  up to   hours on copper  up to    hours on cardboard up to   days on plastic and stainless steel    ,3/20/2020,False,PolitiFact,"['coronavirus', 'live', 'hour', 'hour', 'copper', 'hour', 'cardboard', 'plastic', 'stainless', 'steel']",{'hour': 3}
682,"Public authority actions, policy, and communications",chennai municipal corporation has asked all vegetable and fruit markets to shut down   ,3/18/2020,False,India Today,"['chennai', 'municipal', 'corporation', 'asked', 'vegetable', 'fruit', 'market', 'shut']","{'veget': 1, 'market': 1}"
683,"Public authority actions, policy, and communications",evidence shows the who director general overstated covid    fatality rate  ,3/18/2020,False,LeadStories,"['evidence', 'show', 'director', 'general', 'overstated', 'covid', 'fatality', 'rate']","{'evid': 1, 'rate': 1, 'fatal': 1}"
684,Conspiracy theories, g technology believed to have caused the coronavirus   ,3/18/2020,False,LeadStories,"['technology', 'believed', 'caused', 'coronavirus']","{'caus': 1, 'technolog': 1}"
685,Claims about prominent actors,american fast food chain hardee s is advising truckers to walk up to drive thrus during coronavirus pandemic   ,3/23/2020,False,LeadStories,"['american', 'fast', 'food', 'chain', 'hardee', 'advising', 'trucker', 'walk', 'drive', 'thrus', 'coronavirus', 'pandemic']","{'food': 1, 'pandem': 1, 'american': 1, 'chain': 1, 'advis': 1}"
686,"Public authority actions, policy, and communications",the indian government is distributing free face masks   ,3/19/2020,False,AFP,"['indian', 'government', 'distributing', 'free', 'face', 'mask']","{'mask': 1, 'free': 1, 'govern': 1, 'indian': 1, 'distribut': 1, 'face': 1}"
687,"Public authority actions, policy, and communications",the australian prime minister is about to announce a national lockdown   ,3/19/2020,False,AFP,"['australian', 'prime', 'minister', 'announce', 'national', 'lockdown']","{'nation': 1, 'announc': 1, 'lockdown': 1, 'minist': 1, 'prime': 1, 'australian': 1}"
688,Community spread and impact,this photo shows a sri lankan airline pilot who tested positive for the novel coronavirus   ,3/20/2020,False,AFP,"['show', 'lankan', 'airline', 'pilot', 'tested', 'positive', 'novel', 'coronavirus']","{'test': 1, 'posit': 1, 'lankan': 1}"
689,Community spread and impact,staff of two mumbai hotels have covid positive cases   ,3/17/2020,False,BOOM FactCheck,"['staff', 'mumbai', 'hotel', 'covid', 'positive', 'case']","{'case': 1, 'posit': 1, 'staff': 1, 'mumbai': 1, 'hotel': 1}"
690,"Public authority actions, policy, and communications",president donald trump announced a vaccine by roche diagnostics   ,3/17/2020,False,BOOM FactCheck,"['president', 'donald', 'trump', 'announced', 'vaccine', 'roche', 'diagnostics']","{'vaccin': 1, 'announc': 1, 'donald': 1, 'presid': 1, 'trump': 1}"
691,Claims about prominent actors,narendra modi is giving free masks in india   ,3/17/2020,False,BOOM FactCheck,"['narendra', 'modi', 'giving', 'free', 'mask', 'india']","{'give': 1, 'mask': 1, 'india': 1, 'free': 1, 'modi': 1, 'narendra': 1}"
692,"Public authority actions, policy, and communications",coronavirus patients were being arrested in punjab  india   ,3/17/2020,False,BOOM FactCheck,"['coronavirus', 'patient', 'arrested', 'punjab', 'india']","{'patient': 1, 'india': 1, 'arrest': 1}"
693,Community spread and impact,three thousand ecuadorians are infected with coronavirus   ,3/17/2020,False,Ecuador Chequea,"['three', 'thousand', 'ecuadorian', 'infected', 'coronavirus']","{'infect': 1, 'thousand': 1, 'three': 1, 'ecuadorian': 1}"
694,"Public authority actions, policy, and communications",the who approves anti malarial drug chloroquine for covid      ,3/17/2020,False,FactCrescendo,"['approves', 'anti', 'malarial', 'drug', 'chloroquine', 'covid']","{'approv': 1, 'anti': 1, 'drug': 1, 'chloroquin': 1}"
695,Medical advice and self-treatments,traditional cures and self checks for the coronavirus   ,3/17/2020,False,FactCrescendo,"['traditional', 'cure', 'self', 'check', 'coronavirus']","{'cure': 1, 'check': 1}"
696,"Vaccines, medical treatments, and tests",a dog vaccine can be used against coronavirus in people   ,3/16/2020,False,LeadStories,"['vaccine', 'used', 'coronavirus', 'people']",{'vaccin': 1}
697,Medical advice and self-treatments,   minutes in a sauna will kill the coronavirus   ,3/17/2020,False,LeadStories,"['minute', 'sauna', 'kill', 'coronavirus']",{'kill': 1}
698,Medical advice and self-treatments,eating bananas prevents coronavirus   ,3/17/2020,False,LeadStories,"['eating', 'banana', 'prevents', 'coronavirus']",{'prevent': 1}
699,"Public authority actions, policy, and communications",italy has mandated no treatment of all elderly patients for coronavirus   ,3/17/2020,False,LeadStories,"['italy', 'mandated', 'treatment', 'elderly', 'patient', 'coronavirus']","{'patient': 1, 'treatment': 1, 'itali': 1}"
700,"Public authority actions, policy, and communications",all u s  citizens are entitled to      per week to stay at home to avoid spread of coronavirus   ,3/17/2020,False,LeadStories,"['citizen', 'entitled', 'week', 'stay', 'home', 'avoid', 'spread', 'coronavirus']","{'week': 1, 'spread': 1, 'citizen': 1, 'avoid': 1, 'home': 1, 'stay': 1}"
701,Conspiracy theories,covid    is a scripted narrative to justify closed borders or force residents to remain home   ,3/17/2020,False,LeadStories,"['covid', 'scripted', 'narrative', 'justify', 'closed', 'border', 'force', 'resident', 'remain', 'home']","{'close': 1, 'forc': 1, 'home': 1, 'remain': 1, 'resid': 1}"
702,"Public authority actions, policy, and communications",italy official giulio gallera  china lies to us  the date china provided is false  italy has become wuhan and the medical system has a breakdown   ,3/17/2020,False,Taiwan FactCheck Center,"['italy', 'official', 'giulio', 'gallera', 'china', 'date', 'china', 'provided', 'false', 'italy', 'become', 'wuhan', 'medical', 'system', 'breakdown']","{'china': 2, 'wuhan': 1, 'medic': 1, 'provid': 1, 'itali': 2, 'offici': 1, 'fals': 1, 'system': 1}"
703,Medical advice and self-treatments,coronil drops can help cure coronavirus   ,3/16/2020,False,The Quint,"['coronil', 'drop', 'help', 'cure', 'coronavirus']","{'cure': 1, 'help': 1}"
704,"Public authority actions, policy, and communications",police asked shops selling alcohol to restrict opening hours on st  patrick s day to lower the risk of house parties where coronavirus could be spread   ,3/18/2020,False,TheJournal.ie,"['police', 'asked', 'shop', 'selling', 'alcohol', 'restrict', 'opening', 'hour', 'patrick', 'lower', 'risk', 'house', 'party', 'coronavirus', 'could', 'spread']","{'risk': 1, 'spread': 1, 'alcohol': 1, 'sell': 1, 'hour': 1, 'parti': 1, 'polic': 1, 'shop': 1, 'restrict': 1, 'could': 1, 'hous': 1, 'open': 1}"
705,"Public authority actions, policy, and communications",video shows chinese police crackdown on coronavirus patients   ,3/17/2020,False,The Quint,"['show', 'chinese', 'police', 'crackdown', 'coronavirus', 'patient']","{'patient': 1, 'chines': 1, 'polic': 1}"
706,"Public authority actions, policy, and communications",a graphic has been shared in multiple posts on facebook alongside a claim it contains a quote from philippine vice president leni robredo that bats are the  enemy  in the novel coronavirus pandemic  the graphic is attributed to inquirer net  a philippine media outlet   ,3/20/2020,False,AFP,"['shared', 'multiple', 'post', 'alongside', 'claim', 'contains', 'quote', 'philippine', 'vice', 'president', 'leni', 'robredo', 'enemy', 'novel', 'coronavirus', 'pandemic', 'attributed', 'inquirer', 'philippine', 'medium', 'outlet']","{'medium': 1, 'share': 1, 'pandem': 1, 'presid': 1, 'multipl': 1, 'post': 1, 'alongsid': 1, 'contain': 1, 'philippin': 2, 'quot': 1, 'vice': 1}"
707,"Public authority actions, policy, and communications",a flyer offers official advice about the novel coronavirus from a veterans affairs  va  healthcare system in the u s  state of oregon   ,3/23/2020,False,AFP,"['flyer', 'offer', 'official', 'advice', 'novel', 'coronavirus', 'veteran', 'affair', 'healthcare', 'system', 'state', 'oregon']","{'state': 1, 'offer': 1, 'offici': 1, 'system': 1, 'advic': 1}"
708,Community spread and impact,a photo of a room lined with coffins shows italian nationals killed during the novel coronavirus pandemic in        ,3/23/2020,False,AFP,"['room', 'lined', 'coffin', 'show', 'italian', 'national', 'killed', 'novel', 'coronavirus', 'pandemic']","{'room': 1, 'nation': 1, 'kill': 1, 'pandem': 1, 'italian': 1, 'line': 1, 'coffin': 1}"
709,Community spread and impact,   university of nairobi students have tested positive for covid      ,3/17/2020,False,PesaCheck,"['university', 'nairobi', 'student', 'tested', 'positive', 'covid']","{'test': 1, 'posit': 1, 'univers': 1, 'student': 1}"
710,"Public authority actions, policy, and communications",senator of the philippines risa hontiveros says she is  ready to get coughed on   and that  the police and military are more frightening than dying from the virus    ,3/19/2020,False,Rappler,"['senator', 'philippine', 'risa', 'hontiveros', 'ready', 'coughed', 'police', 'military', 'frightening', 'dying', 'virus']","{'cough': 1, 'viru': 1, 'militari': 1, 'philippin': 1, 'polic': 1, 'senat': 1, 'readi': 1}"
711,"Public authority actions, policy, and communications",philippines vice president leni robredo says  bats  not the virus  are our enemy    ,3/24/2020,False,Rappler,"['philippine', 'vice', 'president', 'leni', 'robredo', 'virus', 'enemy']","{'viru': 1, 'presid': 1, 'philippin': 1, 'vice': 1}"
712,"Public authority actions, policy, and communications",the who coronavirus test  was a bad test    ,3/17/2020,False,PolitiFact,"['coronavirus', 'test', 'test']",{'test': 2}
713,"Public authority actions, policy, and communications", all u s  citizens are entitled to      usd per week to stay at home to avoid the spread of covid    novel coronavirus  starting            ,3/18/2020,False,PolitiFact,"['citizen', 'entitled', 'week', 'stay', 'home', 'avoid', 'spread', 'covid', 'novel', 'coronavirus', 'starting']","{'week': 1, 'spread': 1, 'start': 1, 'citizen': 1, 'avoid': 1, 'home': 1, 'stay': 1}"
714,"Public preparedness, protests, and civil disobedience", people are going door to door in colorado springs stating they are covid    testing so they can rob people    ,3/19/2020,False,PolitiFact,"['people', 'going', 'door', 'door', 'colorado', 'spring', 'stating', 'covid', 'testing', 'people']","{'test': 1, 'state': 1}"
715,Community spread and impact, u s  deaths since          covid         flu         abortion             ,3/24/2020,False,PolitiFact,"['death', 'since', 'covid', 'abortion']","{'death': 1, 'sinc': 1}"
716,"Public authority actions, policy, and communications",says it was  unquestionably  not within his  legal authority  to postpone illinois  primary election by changing the date or shifting to vote by mail   ,3/24/2020,False,PolitiFact,"['unquestionably', 'within', 'legal', 'authority', 'postpone', 'illinois', 'primary', 'election', 'changing', 'date', 'shifting', 'vote', 'mail']","{'within': 1, 'author': 1, 'elect': 1}"
